# location,geometry
Jamaica,{{{-77.5696 18.4905} {-76.8966 18.4009} {-76.3654 18.1607} {-76.1997 17.8869} {-76.9026 17.8682} {-77.2063 17.7011} {-77.766 17.8616} {-78.3377 18.226} {-78.2177 18.4545} {-77.7974 18.5242} {-77.5696 18.4905}}}
Mexico,{{{-97.14 25.87} {-97.5281 24.9921} {-97.7029 24.2723} {-97.776 22.9326} {-97.8724 22.4442} {-97.699 21.8987} {-97.389 21.411} {-97.1893 20.6354} {-96.5256 19.8909} {-96.2921 19.3204} {-95.9009 18.828} {-94.8391 18.5627} {-94.4257 18.1444} {-93.5487 18.4238} {-92.7861 18.5248} {-92.0373 18.7046} {-91.4079 18.8761} {-90.7719 19.2841} {-90.5336 19.8674} {-90.4515 20.7075} {-90.2786 20.9999} {-89.6013 21.2617} {-88.5439 21.4937} {-87.6584 21.4588} {-87.0519 21.5435} {-86.812 21.3315} {-86.8459 20.8499} {-87.3833 20.2554} {-87.6211 19.6466} {-87.4368 19.4724} {-87.5866 19.0401} {-87.8372 18.2598} {-88.0907 18.5166} {-88.3 18.5} {-88.4901 18.4868} {-88.8483 17.8832} {-89.0299 18.0015} {-89.1509 17.9555} {-89.1431 17.8083} {-90.0679 17.8193} {-91.0015 17.8176} {-91.0023 17.2547} {-91.4539 17.2522} {-91.0817 16.9185} {-90.7118 16.6875} {-90.6008 16.4708} {-90.4389 16.4101} {-90.4645 16.0696} {-91.748 16.0666} {-92.2292 15.2514} {-92.0872 15.0646} {-92.2032 14.8301} {-92.2278 14.5388} {-93.3595 15.6154} {-93.8752 15.9402} {-94.6917 16.201} {-95.2502 16.1283} {-96.0534 15.7521} {-96.5574 15.6535} {-97.2636 15.9171} {-98.013 16.1073} {-98.9477 16.566} {-99.6974 16.7062} {-100.829 17.1711} {-101.666 17.649} {-101.919 17.9161} {-102.478 17.9758} {-103.501 18.2923} {-103.918 18.7486} {-104.992 19.3161} {-105.493 19.9468} {-105.731 20.4341} {-105.398 20.5317} {-105.501 20.8169} {-105.271 21.0763} {-105.266 21.4221} {-105.603 21.8711} {-105.693 22.2691} {-106.029 22.7738} {-106.91 23.7678} {-107.915 24.5489} {-108.402 25.1723} {-109.26 25.5806} {-109.444 25.8249} {-109.292 26.4429} {-109.801 26.6762} {-110.392 27.1621} {-110.641 27.8599} {-111.179 27.9412} {-111.76 28.468} {-112.228 28.9544} {-112.272 29.2668} {-112.81 30.0211} {-113.164 30.7869} {-113.149 31.171} {-113.872 31.5676} {-114.206 31.524} {-114.776 31.7995} {-114.937 31.3935} {-114.771 30.9136} {-114.674 30.1627} {-114.331 29.7504} {-113.589 29.0616} {-113.424 28.8262} {-113.272 28.7548} {-113.14 28.4113} {-112.962 28.4252} {-112.762 27.7802} {-112.458 27.5258} {-112.245 27.1717} {-111.616 26.6628} {-111.285 25.7326} {-110.988 25.2946} {-110.71 24.826} {-110.655 24.2986} {-110.173 24.2655} {-109.772 23.8112} {-109.409 23.3647} {-109.433 23.1856} {-109.854 22.8183} {-110.031 22.8231} {-110.295 23.431} {-110.95 24.001} {-111.671 24.4844} {-112.182 24.7384} {-112.149 25.4701} {-112.301 26.012} {-112.777 26.322} {-113.465 26.7682} {-113.597 26.6395} {-113.849 26.9001} {-114.466 27.1421} {-115.055 27.7227} {-114.982 27.7982} {-114.57 27.7415} {-114.199 28.115} {-114.162 28.5661} {-114.932 29.2795} {-115.519 29.5564} {-115.887 30.1808} {-116.258 30.8365} {-116.722 31.6357} {-117.128 32.5353} {-115.991 32.6124} {-114.721 32.7208} {-114.815 32.5253} {-113.305 32.0391} {-111.024 31.3347} {-109.035 31.3419} {-108.242 31.3422} {-108.24 31.7549} {-106.508 31.7545} {-106.143 31.4} {-105.632 31.0838} {-105.037 30.644} {-104.706 30.1217} {-104.457 29.572} {-103.94 29.27} {-103.11 28.97} {-102.48 29.76} {-101.662 29.7793} {-100.958 29.3807} {-100.456 28.6961} {-100.11 28.11} {-99.52 27.54} {-99.3 26.84} {-99.02 26.37} {-98.24 26.06} {-97.53 25.84} {-97.14 25.87}}}
Nicaragua,{{{-85.7125 11.0884} {-86.0585 11.4034} {-86.5258 11.8069} {-86.746 12.144} {-87.1675 12.4583} {-87.6685 12.9099} {-87.5575 13.0646} {-87.3924 12.914} {-87.3167 12.9847} {-87.0058 13.0258} {-86.8806 13.2542} {-86.7338 13.2631} {-86.7551 13.7548} {-86.5207 13.7785} {-86.3121 13.7714} {-86.0963 14.0382} {-85.8013 13.8361} {-85.6987 13.9601} {-85.5144 14.079} {-85.1654 14.3544} {-85.1488 14.5602} {-85.0528 14.5515} {-84.9245 14.7905} {-84.82 14.8196} {-84.6496 14.6668} {-84.4493 14.6216} {-84.2283 14.7488} {-83.9757 14.7494} {-83.6286 14.8801} {-83.49 15.0163} {-83.1472 14.9958} {-83.2332 14.8999} {-83.2842 14.6766} {-83.1821 14.3107} {-83.4125 13.9701} {-83.5198 13.5677} {-83.5522 13.1271} {-83.4985 12.8693} {-83.4733 12.4191} {-83.6261 12.3209} {-83.7196 11.8931} {-83.6509 11.629} {-83.8555 11.3733} {-83.8089 11.103} {-83.6556 10.9388} {-83.8951 10.7268} {-84.1902 10.7935} {-84.3559 10.9992} {-84.6731 11.0827} {-84.903 10.9523} {-85.5619 11.2171} {-85.7125 11.0884}}}
Panama,{{{-77.8816 7.22377} {-78.2149 7.51225} {-78.4292 8.05204} {-78.1821 8.31918} {-78.4355 8.38771} {-78.6221 8.71812} {-79.1203 8.99609} {-79.5579 8.93237} {-79.7606 8.58452} {-80.1645 8.33332} {-80.3827 8.29841} {-80.4807 8.09031} {-80.0037 7.54752} {-80.2767 7.41975} {-80.4212 7.27157} {-80.8864 7.22054} {-81.0595 7.81792} {-81.1897 7.64791} {-81.5195 7.70661} {-81.7213 8.10896} {-82.1314 8.17539} {-82.3909 8.29236} {-82.8201 8.29086} {-82.851 8.07382} {-82.9658 8.22503} {-82.9132 8.42352} {-82.8298 8.6263} {-82.8687 8.80727} {-82.7192 8.92571} {-82.9272 9.07433} {-82.9329 9.47681} {-82.5462 9.56613} {-82.1871 9.20745} {-82.2076 8.99558} {-81.8086 8.95062} {-81.7142 9.03196} {-81.4393 8.78623} {-80.9473 8.8585} {-80.5219 9.11107} {-79.9146 9.31277} {-79.5733 9.61161} {-79.0212 9.55293} {-79.0585 9.45457} {-78.5009 9.42046} {-78.0559 9.24773} {-77.7295 8.94684} {-77.3534 8.6705} {-77.4747 8.52429} {-77.2426 7.93528} {-77.4311 7.63806} {-77.7534 7.70984} {-77.8816 7.22377}}}
Puerto Rico,{{{-66.2824 18.5148} {-65.7713 18.4267} {-65.591 18.228} {-65.8472 17.9759} {-66.5999 17.9818} {-67.1842 17.9466} {-67.2424 18.3745} {-67.1007 18.5206} {-66.2824 18.5148}}}
El Salvador,{{{-87.7931 13.3845} {-87.9041 13.149} {-88.4833 13.164} {-88.8432 13.2597} {-89.2567 13.4585} {-89.8124 13.5206} {-90.0956 13.7353} {-90.0647 13.882} {-89.7219 14.1342} {-89.5342 14.2448} {-89.5873 14.3626} {-89.3533 14.4241} {-89.0585 14.34} {-88.8431 14.1405} {-88.5412 13.9802} {-88.504 13.8455} {-88.0653 13.9646} {-87.8595 13.8933} {-87.7235 13.7851} {-87.7931 13.3845}}}
Trinidad and Tobago,{{{-61.68 10.76} {-61.105 10.89} {-60.895 10.855} {-60.935 10.11} {-61.77 10} {-61.95 10.09} {-61.66 10.365} {-61.68 10.76}}}
United States,{{{{-155.542 19.0835} {-155.688 18.9162} {-155.937 19.0594} {-155.908 19.3389} {-156.073 19.7029} {-156.024 19.8142} {-155.85 19.9773} {-155.919 20.174} {-155.861 20.2672} {-155.785 20.2487} {-155.402 20.0798} {-155.225 19.993} {-155.062 19.8591} {-154.807 19.5087} {-154.831 19.4533} {-155.222 19.2397} {-155.542 19.0835}}} {{{-156.079 20.644} {-156.414 20.5724} {-156.587 20.783} {-156.702 20.8643} {-156.711 20.9268} {-156.613 21.0125} {-156.257 20.9174} {-155.996 20.764} {-156.079 20.644}}} {{{-156.758 21.1768} {-156.789 21.0687} {-157.325 21.0978} {-157.25 21.2196} {-156.758 21.1768}}} {{{-157.653 21.3222} {-157.707 21.2644} {-157.779 21.2773} {-158.127 21.3124} {-158.254 21.5392} {-158.293 21.5791} {-158.025 21.717} {-157.942 21.6527} {-157.653 21.3222}}} {{{-159.345 21.982} {-159.464 21.883} {-159.801 22.0653} {-159.749 22.1382} {-159.596 22.2362} {-159.366 22.2149} {-159.345 21.982}}} {{{-94.8176 49.389} {-94.64 48.84} {-94.3291 48.6707} {-93.6309 48.6093} {-92.61 48.45} {-91.64 48.14} {-90.83 48.27} {-89.6 48.01} {-89.2729 48.0198} {-88.3781 48.3029} {-87.4398 47.94} {-86.462 47.5533} {-85.6524 47.2202} {-84.8761 46.9001} {-84.7792 46.6371} {-84.5437 46.5387} {-84.6049 46.4396} {-84.3367 46.4088} {-84.1421 46.5122} {-84.0919 46.2754} {-83.8908 46.1169} {-83.6161 46.1169} {-83.4696 45.9947} {-83.5929 45.8169} {-82.5509 45.3475} {-82.3378 44.44} {-82.1376 43.5711} {-82.43 42.98} {-82.9 42.43} {-83.12 42.08} {-83.142 41.9757} {-83.0298 41.8328} {-82.6901 41.6751} {-82.4393 41.6751} {-81.2777 42.209} {-80.2474 42.3662} {-78.9394 42.8636} {-78.92 42.965} {-79.01 43.27} {-79.1717 43.4663} {-78.7203 43.6251} {-77.7379 43.6291} {-76.82 43.6288} {-76.5 44.0185} {-76.375 44.0963} {-75.3182 44.8165} {-74.867 45.0005} {-73.3478 45.0074} {-71.5051 45.0082} {-71.405 45.255} {-71.0848 45.3052} {-70.66 45.46} {-70.305 45.915} {-70 46.6931} {-69.2372 47.4478} {-68.905 47.185} {-68.2344 47.3549} {-67.7905 47.0664} {-67.7913 45.7028} {-67.1374 45.1375} {-66.9647 44.8097} {-68.0325 44.3252} {-69.06 43.98} {-70.1162 43.6841} {-70.6455 43.0902} {-70.8149 42.8653} {-70.825 42.335} {-70.495 41.805} {-70.08 41.78} {-70.185 42.145} {-69.885 41.9228} {-69.965 41.6372} {-70.64 41.475} {-71.1204 41.4945} {-71.86 41.32} {-72.295 41.27} {-72.8764 41.2206} {-73.71 40.9311} {-72.2413 41.1195} {-71.945 40.93} {-73.345 40.63} {-73.982 40.628} {-73.9523 40.7507} {-74.2567 40.4735} {-73.9624 40.4276} {-74.1784 39.7093} {-74.906 38.9395} {-74.9804 39.1964} {-75.2 39.2485} {-75.528 39.4985} {-75.32 38.96} {-75.0718 38.782} {-75.0567 38.4041} {-75.3775 38.0155} {-75.9402 37.2169} {-76.0313 37.2566} {-75.722 37.9371} {-76.2329 38.3192} {-76.35 39.15} {-76.5427 38.7176} {-76.3293 38.0833} {-76.99 38.24} {-76.3016 37.9179} {-76.2587 36.9664} {-75.9718 36.8973} {-75.868 36.5513} {-75.7275 35.5507} {-76.3632 34.8085} {-77.3976 34.512} {-78.055 33.9255} {-78.5543 33.8613} {-79.0607 33.4939} {-79.2036 33.1584} {-80.3013 32.5094} {-80.865 32.0333} {-81.3363 31.4405} {-81.4904 30.73} {-81.3137 30.0355} {-80.98 29.18} {-80.5356 28.4721} {-80.53 28.04} {-80.0565 26.88} {-80.088 26.2058} {-80.1316 25.8168} {-80.381 25.2062} {-80.68 25.08} {-81.1721 25.2013} {-81.33 25.64} {-81.71 25.87} {-82.24 26.73} {-82.7052 27.495} {-82.8553 27.8862} {-82.65 28.55} {-82.93 29.1} {-83.7096 29.9366} {-84.1 30.09} {-85.1088 29.6362} {-85.2878 29.6861} {-85.7731 30.1526} {-86.4 30.4} {-87.5304 30.2743} {-88.4178 30.3849} {-89.1805 30.316} {-89.5938 30.16} {-89.4137 29.8942} {-89.43 29.4886} {-89.2177 29.2911} {-89.4082 29.1596} {-89.7793 29.3071} {-90.1546 29.1174} {-90.8802 29.1485} {-91.6268 29.677} {-92.4991 29.5523} {-93.2264 29.7838} {-93.8484 29.7136} {-94.69 29.48} {-95.6003 28.7386} {-96.594 28.3075} {-97.14 27.83} {-97.37 27.38} {-97.38 26.69} {-97.33 26.21} {-97.14 25.87} {-97.53 25.84} {-98.24 26.06} {-99.02 26.37} {-99.3 26.84} {-99.52 27.54} {-100.11 28.11} {-100.456 28.6961} {-100.958 29.3807} {-101.662 29.7793} {-102.48 29.76} {-103.11 28.97} {-103.94 29.27} {-104.457 29.572} {-104.706 30.1217} {-105.037 30.644} {-105.632 31.0838} {-106.143 31.4} {-106.508 31.7545} {-108.24 31.7549} {-108.242 31.3422} {-109.035 31.3419} {-111.024 31.3347} {-113.305 32.0391} {-114.815 32.5253} {-114.721 32.7208} {-115.991 32.6124} {-117.128 32.5353} {-117.296 33.0462} {-117.944 33.6212} {-118.411 33.7409} {-118.52 34.0278} {-119.081 34.078} {-119.439 34.3485} {-120.368 34.4471} {-120.623 34.6086} {-120.744 35.1569} {-121.715 36.1615} {-122.547 37.5518} {-122.512 37.7834} {-122.953 38.1137} {-123.727 38.9517} {-123.865 39.767} {-124.398 40.3132} {-124.179 41.142} {-124.214 41.9996} {-124.533 42.766} {-124.142 43.7084} {-124.021 44.6159} {-123.899 45.5234} {-124.08 46.8648} {-124.396 47.7202} {-124.687 48.1844} {-124.566 48.3797} {-123.12 48.04} {-122.587 47.096} {-122.34 47.36} {-122.5 48.18} {-122.84 49} {-120 49} {-117.031 49} {-116.048 49} {-113 49} {-110.05 49} {-107.05 49} {-104.048 48.9999} {-100.65 49} {-97.2287 49.0007} {-95.1591 49} {-95.1561 49.3843} {-94.8176 49.389}}} {{{-153.006 57.1158} {-154.005 56.7347} {-154.516 56.9927} {-154.671 57.4612} {-153.763 57.8166} {-153.229 57.969} {-152.565 57.9014} {-152.141 57.5911} {-153.006 57.1158}}} {{{-165.579 59.91} {-166.193 59.7544} {-166.848 59.9414} {-167.455 60.2131} {-166.468 60.3842} {-165.674 60.2936} {-165.579 59.91}}} {{{-171.732 63.7825} {-171.114 63.5922} {-170.491 63.695} {-169.683 63.4311} {-168.689 63.2975} {-168.772 63.1886} {-169.529 62.9769} {-170.291 63.1944} {-170.671 63.3758} {-171.553 63.3178} {-171.791 63.4058} {-171.732 63.7825}}} {{{-155.068 71.1478} {-154.344 70.6964} {-153.9 70.89} {-152.21 70.83} {-152.27 70.6} {-150.74 70.43} {-149.72 70.53} {-147.613 70.214} {-145.69 70.12} {-144.92 69.99} {-143.589 70.1525} {-142.073 69.8519} {-140.986 69.712} {-140.986 69.712} {-140.992 66} {-140.998 60.3064} {-140.013 60.2768} {-139.039 60} {-138.341 59.5621} {-137.452 58.905} {-136.48 59.4639} {-135.476 59.7878} {-134.945 59.2706} {-134.271 58.8611} {-133.356 58.4103} {-132.73 57.6929} {-131.708 56.5521} {-130.008 55.9158} {-129.98 55.285} {-130.536 54.8028} {-131.086 55.1789} {-131.967 55.4978} {-132.25 56.37} {-133.539 57.1789} {-134.078 58.1231} {-135.038 58.1877} {-136.628 58.2122} {-137.8 58.5} {-139.868 59.5378} {-140.825 59.7275} {-142.574 60.0844} {-143.959 59.9992} {-145.926 60.4586} {-147.114 60.8847} {-148.224 60.673} {-148.018 59.9783} {-148.571 59.9142} {-149.728 59.7057} {-150.608 59.3682} {-151.716 59.1558} {-151.859 59.745} {-151.41 60.7258} {-150.347 61.0336} {-150.621 61.2844} {-151.896 60.7272} {-152.578 60.0617} {-154.019 59.3503} {-153.288 58.8647} {-154.232 58.1464} {-155.307 57.7278} {-156.308 57.4228} {-156.556 56.98} {-158.117 56.4636} {-158.433 55.9942} {-159.603 55.5667} {-160.29 55.6436} {-161.223 55.3647} {-162.238 55.0242} {-163.069 54.6897} {-164.786 54.4042} {-164.942 54.5722} {-163.848 55.0394} {-162.87 55.348} {-161.804 55.895} {-160.564 56.0081} {-160.071 56.4181} {-158.684 57.0167} {-158.461 57.2169} {-157.723 57.57} {-157.55 58.3283} {-157.042 58.9189} {-158.195 58.6158} {-158.517 58.7878} {-159.059 58.4242} {-159.712 58.9314} {-159.981 58.5725} {-160.355 59.0711} {-161.355 58.6708} {-161.969 58.6717} {-162.055 59.2669} {-161.874 59.6336} {-162.518 59.9897} {-163.818 59.7981} {-164.662 60.2675} {-165.346 60.5075} {-165.351 61.0739} {-166.121 61.5} {-165.734 62.075} {-164.919 62.6331} {-164.563 63.1464} {-163.753 63.2194} {-163.067 63.0595} {-162.261 63.5419} {-161.534 63.4558} {-160.773 63.7661} {-160.958 64.2228} {-161.518 64.4028} {-160.778 64.7886} {-161.392 64.7772} {-162.453 64.5594} {-162.758 64.3386} {-163.546 64.5592} {-164.961 64.4469} {-166.425 64.6867} {-166.845 65.0889} {-168.111 65.67} {-166.705 66.0883} {-164.475 66.5767} {-163.653 66.5767} {-163.789 66.0772} {-161.678 66.1161} {-162.49 66.7356} {-163.72 67.1164} {-164.431 67.6163} {-165.39 68.0428} {-166.764 68.3589} {-166.205 68.883} {-164.431 68.9155} {-163.169 69.3711} {-162.931 69.8581} {-161.909 70.3333} {-160.935 70.4477} {-159.039 70.8916} {-158.12 70.8247} {-156.581 71.3578} {-155.068 71.1478}}}}
Argentina,{{{{-65.5 -55.2} {-66.45 -55.25} {-66.9599 -54.8968} {-67.5624 -54.87} {-68.6333 -54.8695} {-68.634 -52.6364} {-68.25 -53.1} {-67.75 -53.85} {-66.45 -54.45} {-65.05 -54.7} {-65.5 -55.2}}} {{{-64.9649 -22.0759} {-64.377 -22.7981} {-63.9868 -21.9936} {-62.8465 -22.035} {-62.6851 -22.249} {-60.8466 -23.8807} {-60.029 -24.0328} {-58.8071 -24.7715} {-57.7772 -25.1623} {-57.6337 -25.6037} {-58.6182 -27.1237} {-57.6098 -27.3959} {-56.4867 -27.5485} {-55.6958 -27.3878} {-54.7888 -26.6218} {-54.6253 -25.7393} {-54.13 -25.5476} {-53.6283 -26.1249} {-53.6487 -26.9235} {-54.4907 -27.4748} {-55.1623 -27.8819} {-56.2909 -28.8528} {-57.6251 -30.2163} {-57.8749 -31.0166} {-58.1424 -32.0445} {-58.1326 -33.0406} {-58.3496 -33.2632} {-58.4271 -33.9095} {-58.4954 -34.4315} {-57.2258 -35.288} {-57.3624 -35.9774} {-56.7375 -36.4131} {-56.7883 -36.9016} {-57.7492 -38.1839} {-59.2319 -38.7202} {-61.2374 -38.9284} {-62.336 -38.8277} {-62.1258 -39.4241} {-62.3305 -40.1726} {-62.146 -40.6769} {-62.7458 -41.0288} {-63.7705 -41.1668} {-64.7321 -40.8027} {-65.118 -41.0643} {-64.9786 -42.058} {-64.3034 -42.359} {-63.7559 -42.0437} {-63.4581 -42.5631} {-64.3788 -42.8736} {-65.1818 -43.4954} {-65.3288 -44.5014} {-65.5653 -45.0368} {-66.51 -45.0396} {-67.2938 -45.5519} {-67.5805 -46.3018} {-66.5971 -47.0339} {-65.641 -47.2361} {-65.9851 -48.1333} {-67.1662 -48.6973} {-67.8161 -49.8697} {-68.7287 -50.2642} {-69.1385 -50.7325} {-68.8156 -51.7711} {-68.15 -52.35} {-68.5715 -52.2994} {-69.4984 -52.1428} {-71.9148 -52.009} {-72.3294 -51.426} {-72.31 -50.677} {-72.9757 -50.7415} {-73.3281 -50.3788} {-73.4154 -49.3184} {-72.6482 -48.8786} {-72.3312 -48.2442} {-72.4474 -47.7385} {-71.9173 -46.8848} {-71.552 -45.5607} {-71.6593 -44.9737} {-71.2228 -44.7842} {-71.3298 -44.4075} {-71.7936 -44.2072} {-71.4641 -43.7876} {-71.9154 -43.4086} {-72.1489 -42.2549} {-71.7468 -42.0514} {-71.9157 -40.8323} {-71.6808 -39.8082} {-71.4135 -38.916} {-70.8147 -38.553} {-71.1186 -37.5768} {-71.1219 -36.6581} {-70.3648 -36.0051} {-70.388 -35.1697} {-69.8173 -34.1936} {-69.8148 -33.2739} {-70.0744 -33.0912} {-70.5351 -31.365} {-69.919 -30.3363} {-70.0136 -29.3679} {-69.6561 -28.4591} {-69.0012 -27.5212} {-68.2955 -26.8993} {-68.5948 -26.5069} {-68.386 -26.185} {-68.4177 -24.5186} {-67.3284 -24.0253} {-66.9852 -22.9863} {-67.1067 -22.7359} {-66.2733 -21.8323} {-64.9649 -22.0759}}}}
Bolivia,{{{-62.8465 -22.035} {-63.9868 -21.9936} {-64.377 -22.7981} {-64.9649 -22.0759} {-66.2733 -21.8323} {-67.1067 -22.7359} {-67.8282 -22.8729} {-68.2199 -21.4943} {-68.7572 -20.3727} {-68.4422 -19.4051} {-68.9668 -18.9817} {-69.1002 -18.2601} {-69.5904 -17.58} {-68.9596 -16.5007} {-69.3898 -15.6601} {-69.1603 -15.324} {-69.3395 -14.9532} {-68.9489 -14.4536} {-68.9292 -13.6027} {-68.8801 -12.8997} {-68.6651 -12.5613} {-69.5297 -10.9517} {-68.7862 -11.0364} {-68.2713 -11.0145} {-68.0482 -10.7121} {-67.1738 -10.3068} {-66.6469 -9.93133} {-65.3384 -9.76199} {-65.4448 -10.5115} {-65.3219 -10.8959} {-65.4023 -11.5663} {-64.3164 -12.462} {-63.1965 -12.627} {-62.8031 -13.0007} {-62.1271 -13.1988} {-61.7132 -13.4892} {-61.0841 -13.4794} {-60.5033 -13.776} {-60.4592 -14.354} {-60.2643 -14.646} {-60.2511 -15.0772} {-60.543 -15.0939} {-60.1584 -16.2583} {-58.2412 -16.2996} {-58.3881 -16.8771} {-58.2808 -17.2717} {-57.7346 -17.5525} {-57.4984 -18.1742} {-57.676 -18.9618} {-57.95 -19.4} {-57.8538 -19.97} {-58.1664 -20.1767} {-58.1835 -19.8684} {-59.115 -19.3569} {-60.0436 -19.3427} {-61.7863 -19.6337} {-62.266 -20.5137} {-62.2912 -21.0516} {-62.6851 -22.249} {-62.8465 -22.035}}}
Brazil,{{{-57.6251 -30.2163} {-56.2909 -28.8528} {-55.1623 -27.8819} {-54.4907 -27.4748} {-53.6487 -26.9235} {-53.6283 -26.1249} {-54.13 -25.5476} {-54.6253 -25.7393} {-54.4289 -25.1622} {-54.2935 -24.5708} {-54.293 -24.021} {-54.6528 -23.8396} {-55.0279 -24.0013} {-55.4007 -23.9569} {-55.5176 -23.572} {-55.6107 -22.6556} {-55.798 -22.3569} {-56.4733 -22.0863} {-56.8815 -22.2822} {-57.9372 -22.0902} {-57.8707 -20.7327} {-58.1664 -20.1767} {-57.8538 -19.97} {-57.95 -19.4} {-57.676 -18.9618} {-57.4984 -18.1742} {-57.7346 -17.5525} {-58.2808 -17.2717} {-58.3881 -16.8771} {-58.2412 -16.2996} {-60.1584 -16.2583} {-60.543 -15.0939} {-60.2511 -15.0772} {-60.2643 -14.646} {-60.4592 -14.354} {-60.5033 -13.776} {-61.0841 -13.4794} {-61.7132 -13.4892} {-62.1271 -13.1988} {-62.8031 -13.0007} {-63.1965 -12.627} {-64.3164 -12.462} {-65.4023 -11.5663} {-65.3219 -10.8959} {-65.4448 -10.5115} {-65.3384 -9.76199} {-66.6469 -9.93133} {-67.1738 -10.3068} {-68.0482 -10.7121} {-68.2713 -11.0145} {-68.7862 -11.0364} {-69.5297 -10.9517} {-70.0938 -11.124} {-70.5487 -11.0091} {-70.4819 -9.49012} {-71.3024 -10.0794} {-72.1849 -10.0536} {-72.563 -9.52019} {-73.2267 -9.46221} {-73.0154 -9.03283} {-73.5711 -8.42445} {-73.9872 -7.52383} {-73.7234 -7.341} {-73.7245 -6.9186} {-73.12 -6.62993} {-73.2197 -6.08919} {-72.9645 -5.74125} {-72.8919 -5.27456} {-71.7484 -4.59398} {-70.9288 -4.40159} {-70.7948 -4.25126} {-69.8936 -4.29819} {-69.4441 -1.55629} {-69.4205 -1.12262} {-69.5771 -0.549992} {-70.0207 -0.185156} {-70.0156 0.541414} {-69.4524 0.706159} {-69.2524 0.602651} {-69.2186 0.985677} {-69.8046 1.08908} {-69.817 1.71481} {-67.8686 1.69246} {-67.5378 2.03716} {-67.26 1.72} {-67.065 1.13011} {-66.8763 1.25336} {-66.3258 0.724452} {-65.5483 0.789254} {-65.3547 1.09528} {-64.611 1.32873} {-64.1993 1.49285} {-64.0831 1.91637} {-63.3688 2.2009} {-63.4229 2.41107} {-64.27 2.49701} {-64.4088 3.12679} {-64.3685 3.79721} {-64.8161 4.05645} {-64.6287 4.14848} {-63.8883 4.02053} {-63.0932 3.77057} {-62.8045 4.00697} {-62.0854 4.16212} {-60.9669 4.53647} {-60.6012 4.9181} {-60.7336 5.20028} {-60.2137 5.24449} {-59.981 5.01406} {-60.111 4.57497} {-59.7674 4.4235} {-59.538 3.9588} {-59.8154 3.6065} {-59.9745 2.75523} {-59.7185 2.24963} {-59.646 1.78689} {-59.0309 1.3177} {-58.54 1.26809} {-58.4295 1.46394} {-58.1134 1.5072} {-57.661 1.68258} {-57.3358 1.94854} {-56.7827 1.86371} {-56.5394 1.89952} {-55.9957 1.81767} {-55.9056 2.022} {-56.0733 2.22079} {-55.9733 2.51036} {-55.5698 2.42151} {-55.0976 2.52375} {-54.5248 2.31185} {-54.0881 2.10556} {-53.7785 2.3767} {-53.5548 2.3349} {-53.4185 2.05339} {-52.9397 2.12486} {-52.5564 2.50471} {-52.2493 3.24109} {-51.6578 4.15623} {-51.3171 4.20349} {-51.0698 3.6504} {-50.5089 1.90156} {-49.9741 1.73648} {-49.9471 1.04619} {-50.6993 0.222984} {-50.3882 -0.0784445} {-48.6206 -0.235489} {-48.5845 -1.23781} {-47.825 -0.581618} {-46.5666 -0.941028} {-44.9057 -1.55174} {-44.4176 -2.13775} {-44.5816 -2.69131} {-43.4188 -2.38311} {-41.4727 -2.91202} {-39.9787 -2.87305} {-38.5004 -3.70065} {-37.2233 -4.82095} {-36.4529 -5.1094} {-35.5978 -5.1495} {-35.2354 -5.46494} {-34.896 -6.73819} {-34.73 -7.34322} {-35.1282 -8.9964} {-35.637 -9.64928} {-37.0465 -11.0407} {-37.6836 -12.1712} {-38.4239 -13.0381} {-38.6739 -13.0577} {-38.9533 -13.7934} {-38.8823 -15.6671} {-39.1611 -17.2084} {-39.2673 -17.8677} {-39.5835 -18.2623} {-39.7608 -19.5991} {-40.7747 -20.9045} {-40.9448 -21.9373} {-41.7542 -22.3707} {-41.9883 -22.9701} {-43.0747 -22.9677} {-44.6478 -23.352} {-45.3521 -23.7968} {-46.4721 -24.089} {-47.649 -24.8852} {-48.4955 -25.877} {-48.641 -26.6237} {-48.4747 -27.1759} {-48.6615 -28.1861} {-48.8885 -28.6741} {-49.5873 -29.2245} {-50.6969 -30.9845} {-51.5762 -31.7777} {-52.2561 -32.2454} {-52.7121 -33.1966} {-53.3737 -33.7684} {-53.6505 -33.202} {-53.2096 -32.7277} {-53.788 -32.0472} {-54.5725 -31.4945} {-55.6015 -30.8539} {-55.9732 -30.8831} {-56.976 -30.1097} {-57.6251 -30.2163}}}
