Id,X,Y,Z,A,B,Group,D,E,F,G,H
21253,-0.0367,0.0241,0.6104,0,1,D,1,0.1,0,0,0
21254,-0.0215,0.0231,0.6078,0,1,D,1,0.1,0,0,0
21255,0.0117,0.0241,0.6037,0,1,D,1,0.1,0,0,0
21256,0.0292,0.0264,0.6022,0,1,D,1,0.1,0,0,0
21257,0.0648,0.0352,0.601,0,1,D,1,0.1,0,0,0
21258,0.0821,0.0415,0.6013,0,1,D,1,0.1,0,0,0
21259,0.1143,0.0574,0.6037,0,1,D,1,0.1,0,0,0
21260,0.1287,0.0665,0.6056,0.01,1,D,1,0.1,0,0,0
21261,0.1534,0.0859,0.6104,0.01,1,D,1,0.1,0,0,0
21262,-0.0441,0.0304,0.5992,0,1,D,1,0.1,0,0,0
21263,-0.0142,0.0289,0.5935,0,1,D,1,0.1,0,0,0
21264,0.0022,0.0296,0.5912,0,1,D,1,0.1,0,0,0
21265,0.0366,0.0346,0.588,0,1,D,1,0.1,0,0,0
21266,0.054,0.0389,0.5874,0,1,D,1,0.1,0,0,0
21267,0.088,0.0513,0.588,0,1,D,1,0.1,0,0,0
21268,0.1039,0.059,0.5893,0,1,D,1,0.1,0,0,0
21269,0.1324,0.0765,0.5935,0.01,1,D,1,0.1,0,0,0
21270,0.1447,0.0859,0.5962,0.01,1,D,1,0.1,0,0,0
21271,0.2147,0.2346,0.7779,0.04,1,D,1,0.1,0,0,0
21272,0.2187,0.2263,0.7663,0.04,1,D,1,0.1,0,0,0
21273,0.2218,0.2175,0.7537,0.04,1,D,1,0.1,0,0,0
21274,0.2225,0.2346,0.7539,0.04,1,D,1,0.1,0,0,0
21275,0.2241,0.2084,0.7401,0.03,1,D,1,0.1,0,0,0
21276,0.2254,0.2258,0.7404,0.04,1,D,1,0.1,0,0,0
21277,0.2241,0.2609,0.7401,0.04,1,D,1,0.1,0,0,0
21278,0.2252,0.199,0.7258,0.03,1,D,1,0.1,0,0,0
21279,0.2279,0.2346,0.7261,0.04,1,D,1,0.1,0,0,0
21280,0.2272,0.2526,0.726,0.04,1,D,1,0.1,0,0,0
21281,0.225,0.1895,0.7108,0.03,1,D,1,0.1,0,0,0
21282,0.2278,0.2072,0.711,0.03,1,D,1,0.1,0,0,0
21283,0.2293,0.2438,0.7111,0.04,1,D,1,0.1,0,0,0
21284,0.2278,0.262,0.711,0.04,1,D,1,0.1,0,0,0
21285,0.2235,0.1802,0.6955,0.03,1,D,1,0.1,0,0,0
21286,0.227,0.1977,0.6955,0.03,1,D,1,0.1,0,0,0
21287,0.23,0.2346,0.6955,0.04,1,D,1,0.1,0,0,0
21288,0.2292,0.2533,0.6955,0.04,1,D,1,0.1,0,0,0
21289,0.2235,0.2891,0.6955,0.04,1,D,1,0.1,0,0,0
21290,0.2205,0.1711,0.68,0.03,1,D,1,0.1,0,0,0
21291,0.2277,0.2065,0.6795,0.03,1,D,1,0.1,0,0,0
21292,0.2292,0.2252,0.6794,0.04,1,D,1,0.1,0,0,0
21293,0.2277,0.2627,0.6795,0.04,1,D,1,0.1,0,0,0
21294,0.2248,0.2809,0.6797,0.04,1,D,1,0.1,0,0,0
21295,0.2162,0.1625,0.6648,0.02,1,D,1,0.1,0,0,0
21296,0.221,0.1793,0.6641,0.03,1,D,1,0.1,0,0,0
21297,0.2269,0.2157,0.6632,0.03,1,D,1,0.1,0,0,0
21298,0.2277,0.2346,0.6631,0.04,1,D,1,0.1,0,0,0
21299,0.2247,0.2721,0.6636,0.04,1,D,1,0.1,0,0,0
21300,0.221,0.29,0.6641,0.04,1,D,1,0.1,0,0,0
21301,0.2107,0.1544,0.65,0.02,1,D,1,0.1,0,0,0
21302,0.216,0.1707,0.6488,0.02,1,D,1,0.1,0,0,0
21303,0.2231,0.2063,0.6473,0.03,1,D,1,0.1,0,0,0
21304,0.2246,0.2251,0.647,0.03,1,D,1,0.1,0,0,0
21305,0.2231,0.2629,0.6473,0.04,1,D,1,0.1,0,0,0
21306,0.2202,0.2812,0.6479,0.04,1,D,1,0.1,0,0,0
21307,0.2107,0.3148,0.65,0.04,1,D,1,0.1,0,0,0
21308,0.2042,0.1471,0.6359,0.02,1,D,1,0.1,0,0,0
21309,0.2144,0.1795,0.6329,0.02,1,D,1,0.1,0,0,0
21310,0.2179,0.1973,0.6319,0.03,1,D,1,0.1,0,0,0
21311,0.2208,0.2346,0.631,0.03,1,D,1,0.1,0,0,0
21312,0.22,0.2535,0.6312,0.04,1,D,1,0.1,0,0,0
21313,0.2144,0.2898,0.6329,0.04,1,D,1,0.1,0,0,0
21314,0.2097,0.3066,0.6343,0.04,1,D,1,0.1,0,0,0
21315,0.1968,0.1405,0.6226,0.02,1,D,1,0.1,0,0,0
21316,0.2025,0.1554,0.6205,0.02,1,D,1,0.1,0,0,0
21317,0.2114,0.1887,0.6173,0.02,1,D,1,0.1,0,0,0
21318,0.2141,0.2067,0.6162,0.03,1,D,1,0.1,0,0,0
21319,0.2155,0.244,0.6157,0.03,1,D,1,0.1,0,0,0
21320,0.2141,0.2626,0.6162,0.03,1,D,1,0.1,0,0,0
21321,0.2074,0.2978,0.6187,0.04,1,D,1,0.1,0,0,0
21322,0.2025,0.3139,0.6205,0.04,1,D,1,0.1,0,0,0
21323,0.1889,0.1347,0.6104,0.02,1,D,1,0.1,0,0,0
21324,0.1946,0.1488,0.6078,0.02,1,D,1,0.1,0,0,0
21325,0.2039,0.1807,0.6037,0.02,1,D,1,0.1,0,0,0
21326,0.2071,0.1981,0.6022,0.02,1,D,1,0.1,0,0,0
21327,0.2097,0.2346,0.601,0.03,1,D,1,0.1,0,0,0
21328,0.209,0.2531,0.6013,0.03,1,D,1,0.1,0,0,0
21329,0.2039,0.2886,0.6037,0.04,1,D,1,0.1,0,0,0
21330,0.1996,0.3051,0.6056,0.04,1,D,1,0.1,0,0,0
21331,0.1889,0.3346,0.6104,0.04,1,D,1,0.1,0,0,0
21332,0.1806,0.1296,0.5992,0.01,1,D,1,0.1,0,0,0
21333,0.1913,0.1576,0.5935,0.02,1,D,1,0.1,0,0,0
21334,0.1956,0.1733,0.5912,0.02,1,D,1,0.1,0,0,0
21335,0.2016,0.2076,0.588,0.02,1,D,1,0.1,0,0,0
21336,0.2028,0.2256,0.5874,0.03,1,D,1,0.1,0,0,0
21337,0.2016,0.2617,0.588,0.03,1,D,1,0.1,0,0,0
21338,0.1991,0.2792,0.5893,0.03,1,D,1,0.1,0,0,0
21339,0.1913,0.3117,0.5935,0.04,1,D,1,0.1,0,0,0
21340,0.1862,0.3263,0.5962,0.04,1,D,1,0.1,0,0,0
21341,0.1515,0.3608,0.577,0.03,1,D,1,0.1,0,0,0
21342,0.1447,0.3564,0.5645,0.03,1,D,1,0.1,0,0,0
21343,0.1369,0.3512,0.552,0.03,1,D,1,0.1,0,0,0
21344,0.1327,0.3654,0.5606,0.03,1,D,1,0.1,0,0,0
21345,0.1279,0.3451,0.5395,0.02,1,D,1,0.1,0,0,0
21346,0.1241,0.36,0.5478,0.02,1,D,1,0.1,0,0,0
21347,0.1141,0.3876,0.5671,0.03,1,D,1,0.1,0,0,0
21348,0.118,0.3382,0.5273,0.02,1,D,1,0.1,0,0,0
21349,0.1099,0.3686,0.5442,0.02,1,D,1,0.1,0,0,0
21350,0.1049,0.3827,0.5542,0.02,1,D,1,0.1,0,0,0
21351,0.107,0.3304,0.5158,0.02,1,D,1,0.1,0,0,0
21352,0.1035,0.3464,0.5231,0.02,1,D,1,0.1,0,0,0
21353,0.0945,0.3768,0.5414,0.02,1,D,1,0.1,0,0,0
21354,0.0891,0.3907,0.5519,0.02,1,D,1,0.1,0,0,0
21355,0.0952,0.3219,0.5051,0.02,1,D,1,0.1,0,0,0
21356,0.0918,0.3382,0.5118,0.02,1,D,1,0.1,0,0,0
21357,0.0832,0.3698,0.529,0.02,1,D,1,0.1,0,0,0
21358,0.078,0.3844,0.5394,0.02,1,D,1,0.1,0,0,0
21359,0.0665,0.41,0.5624,0.02,1,D,1,0.1,0,0,0
21360,0.0827,0.3128,0.4956,0.01,1,D,1,0.1,0,0,0
21361,0.0755,0.3457,0.5088,0.01,1,D,1,0.1,0,0,0
21362,0.0711,0.3617,0.5174,0.01,1,D,1,0.1,0,0,0
21363,0.0607,0.3912,0.5383,0.01,1,D,1,0.1,0,0,0
21364,0.0551,0.4042,0.5501,0.01,1,D,1,0.1,0,0,0
21365,0.0697,0.3033,0.4873,0.01,1,D,1,0.1,0,0,0
21366,0.0665,0.3198,0.4924,0.01,1,D,1,0.1,0,0,0
21367,0.0583,0.3527,0.5069,0.01,1,D,1,0.1,0,0,0
21368,0.0535,0.3685,0.5162,0.01,1,D,1,0.1,0,0,0
21369,0.0429,0.397,0.5383,0.01,1,D,1,0.1,0,0,0
21370,0.0374,0.4093,0.5506,0.01,1,D,1,0.1,0,0,0
21371,0.0566,0.2936,0.4805,0.01,1,D,1,0.1,0,0,0
21372,0.0532,0.3098,0.4847,0.01,1,D,1,0.1,0,0,0
21373,0.0451,0.3429,0.4976,0.01,1,D,1,0.1,0,0,0
21374,0.0404,0.359,0.5062,0.01,1,D,1,0.1,0,0,0
21375,0.0302,0.3887,0.5273,0.01,1,D,1,0.1,0,0,0
21376,0.0249,0.4017,0.5394,0.01,1,D,1,0.1,0,0,0
21377,0.0145,0.4234,0.5648,0,1,D,1,0.1,0,0,0
21378,0.0436,0.2838,0.475,0.01,1,D,1,0.1,0,0,0
21379,0.0361,0.316,0.4834,0.01,1,D,1,0.1,0,0,0
21380,0.0318,0.3325,0.4897,0.01,1,D,1,0.1,0,0,0
21381,0.0223,0.3644,0.5069,0,1,D,1,0.1,0,0,0
21382,0.0172,0.3792,0.5174,0,1,D,1,0.1,0,0,0
21383,0.0071,0.4052,0.5414,0,1,D,1,0.1,0,0,0
21384,0.0022,0.4161,0.5542,0,1,D,1,0.1,0,0,0
21385,0.0308,0.2742,0.471,0,1,D,1,0.1,0,0,0
21386,0.0271,0.2895,0.4738,0,1,D,1,0.1,0,0,0
21387,0.0186,0.3217,0.4834,0,1,D,1,0.1,0,0,0
21388,0.014,0.3379,0.4904,0,1,D,1,0.1,0,0,0
21389,0.0042,0.3689,0.5088,0,1,D,1,0.1,0,0,0
21390,-0.0007,0.3831,0.5198,0,1,D,1,0.1,0,0,0
21391,-0.0102,0.4076,0.5442,0,1,D,1,0.1,0,0,0
21392,-0.0146,0.4178,0.5571,0,1,D,1,0.1,0,0,0
21393,0.0186,0.2648,0.4682,0,1,D,1,0.1,0,0,0
21394,0.0146,0.2796,0.4704,0,1,D,1,0.1,0,0,0
21395,0.0058,0.3108,0.4785,0,1,D,1,0.1,0,0,0
21396,0.0011,0.3268,0.4847,0,1,D,1,0.1,0,0,0
21397,-0.0086,0.3579,0.5015,0,1,D,1,0.1,0,0,0
21398,-0.0134,0.3724,0.5118,0,1,D,1,0.1,0,0,0
21399,-0.0225,0.3981,0.5352,0,1,D,1,0.1,0,0,0
21400,-0.0267,0.409,0.5478,-0.01,1,D,1,0.1,0,0,0
21401,-0.034,0.4265,0.5733,-0.01,1,D,1,0.1,0,0,0
21402,0.0069,0.2558,0.4665,0,1,D,1,0.1,0,0,0
21403,-0.0017,0.2847,0.471,0,1,D,1,0.1,0,0,0
21404,-0.0064,0.3,0.475,0,1,D,1,0.1,0,0,0
21405,-0.016,0.3312,0.4873,0,1,D,1,0.1,0,0,0
21406,-0.0209,0.3465,0.4956,0,1,D,1,0.1,0,0,0
21407,-0.0303,0.375,0.5158,-0.01,1,D,1,0.1,0,0,0
21408,-0.0346,0.3877,0.5273,-0.01,1,D,1,0.1,0,0,0
21409,-0.0422,0.4094,0.552,-0.01,1,D,1,0.1,0,0,0
21410,-0.0455,0.4182,0.5645,-0.01,1,D,1,0.1,0,0,0
21411,-0.0732,0.4177,0.577,-0.02,1,D,1,0.1,0,0,0
21412,-0.0711,0.4099,0.5645,-0.02,1,D,1,0.1,0,0,0
21413,-0.0686,0.4008,0.552,-0.02,1,D,1,0.1,0,0,0
21414,-0.0833,0.4013,0.5606,-0.02,1,D,1,0.1,0,0,0
21415,-0.0655,0.3904,0.5395,-0.01,1,D,1,0.1,0,0,0
21416,-0.0809,0.3914,0.5478,-0.02,1,D,1,0.1,0,0,0
21417,-0.1102,0.3904,0.5671,-0.02,1,D,1,0.1,0,0,0
21418,-0.062,0.3788,0.5273,-0.01,1,D,1,0.1,0,0,0
21419,-0.0935,0.3806,0.5442,-0.02,1,D,1,0.1,0,0,0
21420,-0.1085,0.3801,0.5542,-0.02,1,D,1,0.1,0,0,0
21421,-0.058,0.366,0.5158,-0.01,1,D,1,0.1,0,0,0
21422,-0.0743,0.3676,0.5231,-0.01,1,D,1,0.1,0,0,0
21423,-0.106,0.3685,0.5414,-0.02,1,D,1,0.1,0,0,0
21424,-0.1209,0.3676,0.5519,-0.02,1,D,1,0.1,0,0,0
21425,-0.0536,0.3521,0.5051,-0.01,1,D,1,0.1,0,0,0
21426,-0.0702,0.354,0.5118,-0.01,1,D,1,0.1,0,0,0
21427,-0.1029,0.3555,0.529,-0.02,1,D,1,0.1,0,0,0
21428,-0.1184,0.3552,0.5394,-0.02,1,D,1,0.1,0,0,0
21429,-0.1463,0.3521,0.5624,-0.03,1,D,1,0.1,0,0,0
21430,-0.0488,0.3374,0.4956,-0.01,1,D,1,0.1,0,0,0
21431,-0.0823,0.3408,0.5088,-0.01,1,D,1,0.1,0,0,0
21432,-0.0989,0.3415,0.5174,-0.02,1,D,1,0.1,0,0,0
21433,-0.1302,0.3408,0.5383,-0.02,1,D,1,0.1,0,0,0
21434,-0.1442,0.3394,0.5501,-0.03,1,D,1,0.1,0,0,0
21435,-0.0438,0.3222,0.4873,-0.01,1,D,1,0.1,0,0,0
21436,-0.0605,0.3241,0.4924,-0.01,1,D,1,0.1,0,0,0
21437,-0.0943,0.3265,0.5069,-0.02,1,D,1,0.1,0,0,0
21438,-0.1108,0.3269,0.5162,-0.02,1,D,1,0.1,0,0,0
21439,-0.1412,0.3256,0.5383,-0.02,1,D,1,0.1,0,0,0
21440,-0.1546,0.3241,0.5506,-0.03,1,D,1,0.1,0,0,0
21441,-0.0386,0.3067,0.4805,-0.01,1,D,1,0.1,0,0,0
21442,-0.0551,0.3085,0.4847,-0.01,1,D,1,0.1,0,0,0
21443,-0.089,0.311,0.4976,-0.01,1,D,1,0.1,0,0,0
21444,-0.1058,0.3115,0.5062,-0.02,1,D,1,0.1,0,0,0
21445,-0.1372,0.311,0.5273,-0.02,1,D,1,0.1,0,0,0
21446,-0.1512,0.31,0.5394,-0.03,1,D,1,0.1,0,0,0
21447,-0.175,0.3067,0.5648,-0.03,1,D,1,0.1,0,0,0
21448,-0.0333,0.2913,0.475,0,1,D,1,0.1,0,0,0
21449,-0.0662,0.2941,0.4834,-0.01,1,D,1,0.1,0,0,0
21450,-0.0832,0.2951,0.4897,-0.01,1,D,1,0.1,0,0,0
21451,-0.1165,0.2959,0.5069,-0.02,1,D,1,0.1,0,0,0
21452,-0.1322,0.2957,0.5174,-0.02,1,D,1,0.1,0,0,0
21453,-0.1601,0.2941,0.5414,-0.03,1,D,1,0.1,0,0,0
21454,-0.1719,0.2928,0.5542,-0.03,1,D,1,0.1,0,0,0
21455,-0.0281,0.2762,0.471,0,1,D,1,0.1,0,0,0
21456,-0.0439,0.2774,0.4738,-0.01,1,D,1,0.1,0,0,0
21457,-0.077,0.2792,0.4834,-0.01,1,D,1,0.1,0,0,0
21458,-0.0939,0.2798,0.4904,-0.01,1,D,1,0.1,0,0,0
21459,-0.1264,0.2801,0.5088,-0.02,1,D,1,0.1,0,0,0
21460,-0.1414,0.2798,0.5198,-0.02,1,D,1,0.1,0,0,0
21461,-0.1677,0.2784,0.5442,-0.03,1,D,1,0.1,0,0,0
21462,-0.1787,0.2774,0.5571,-0.03,1,D,1,0.1,0,0,0
21463,-0.0229,0.2616,0.4682,0,1,D,1,0.1,0,0,0
21464,-0.0382,0.2624,0.4704,0,1,D,1,0.1,0,0,0
21465,-0.0706,0.2637,0.4785,-0.01,1,D,1,0.1,0,0,0
21466,-0.0873,0.2642,0.4847,-0.01,1,D,1,0.1,0,0,0
21467,-0.1199,0.2646,0.5015,-0.02,1,D,1,0.1,0,0,0
21468,-0.1352,0.2645,0.5118,-0.02,1,D,1,0.1,0,0,0
21469,-0.1624,0.2637,0.5352,-0.02,1,D,1,0.1,0,0,0
21470,-0.1741,0.2631,0.5478,-0.03,1,D,1,0.1,0,0,0
21471,-0.193,0.2616,0.5733,-0.03,1,D,1,0.1,0,0,0
21472,-0.018,0.2477,0.4665,0,1,D,1,0.1,0,0,0
21473,-0.0482,0.2485,0.471,-0.01,1,D,1,0.1,0,0,0
21474,-0.0642,0.2488,0.475,-0.01,1,D,1,0.1,0,0,0
21475,-0.0968,0.2492,0.4873,-0.01,1,D,1,0.1,0,0,0
21476,-0.1129,0.2493,0.4956,-0.01,1,D,1,0.1,0,0,0
21477,-0.1429,0.2492,0.5158,-0.02,1,D,1,0.1,0,0,0
21478,-0.1563,0.249,0.5273,-0.02,1,D,1,0.1,0,0,0
21479,-0.1792,0.2485,0.552,-0.02,1,D,1,0.1,0,0,0
21480,-0.1886,0.2481,0.5645,-0.03,1,D,1,0.1,0,0,0
21481,-0.1967,0.2216,0.577,-0.03,1,D,1,0.1,0,0,0
21482,-0.1886,0.2212,0.5645,-0.02,1,D,1,0.1,0,0,0
21483,-0.1792,0.2208,0.552,-0.02,1,D,1,0.1,0,0,0
21484,-0.1842,0.2069,0.5606,-0.02,1,D,1,0.1,0,0,0
21485,-0.1684,0.2205,0.5395,-0.02,1,D,1,0.1,0,0,0
21486,-0.1741,0.2061,0.5478,-0.02,1,D,1,0.1,0,0,0
21487,-0.1822,0.178,0.5671,-0.02,1,D,1,0.1,0,0,0
21488,-0.1563,0.2202,0.5273,-0.02,1,D,1,0.1,0,0,0
21489,-0.1677,0.1908,0.5442,-0.02,1,D,1,0.1,0,0,0
21490,-0.1719,0.1764,0.5542,-0.02,1,D,1,0.1,0,0,0
21491,-0.1429,0.22,0.5158,-0.02,1,D,1,0.1,0,0,0
21492,-0.1494,0.2051,0.5231,-0.02,1,D,1,0.1,0,0,0
21493,-0.1601,0.1751,0.5414,-0.02,1,D,1,0.1,0,0,0
21494,-0.1638,0.1607,0.5519,-0.01,1,D,1,0.1,0,0,0
21495,-0.1283,0.2199,0.5051,-0.01,1,D,1,0.1,0,0,0
21496,-0.1352,0.2048,0.5118,-0.01,1,D,1,0.1,0,0,0
21497,-0.1468,0.1742,0.529,-0.01,1,D,1,0.1,0,0,0
21498,-0.1512,0.1593,0.5394,-0.01,1,D,1,0.1,0,0,0
21499,-0.1569,0.1318,0.5624,-0.01,1,D,1,0.1,0,0,0
21500,-0.1129,0.2199,0.4956,-0.01,1,D,1,0.1,0,0,0
21501,-0.1264,0.1891,0.5088,-0.01,1,D,1,0.1,0,0,0
21502,-0.1322,0.1736,0.5174,-0.01,1,D,1,0.1,0,0,0
21503,-0.1412,0.1436,0.5383,-0.01,1,D,1,0.1,0,0,0
21504,-0.1442,0.1299,0.5501,-0.01,1,D,1,0.1,0,0,0
21505,-0.0968,0.22,0.4873,-0.01,1,D,1,0.1,0,0,0
21506,-0.1038,0.2048,0.4924,-0.01,1,D,1,0.1,0,0,0
21507,-0.1165,0.1734,0.5069,-0.01,1,D,1,0.1,0,0,0
21508,-0.1219,0.1578,0.5162,-0.01,1,D,1,0.1,0,0,0
21509,-0.1302,0.1285,0.5383,-0.01,1,D,1,0.1,0,0,0
21510,-0.1329,0.1153,0.5506,-0.01,1,D,1,0.1,0,0,0
21511,-0.0805,0.2202,0.4805,-0.01,1,D,1,0.1,0,0,0
21512,-0.0873,0.2051,0.4847,-0.01,1,D,1,0.1,0,0,0
21513,-0.1001,0.1736,0.4976,-0.01,1,D,1,0.1,0,0,0
21514,-0.1058,0.1578,0.5062,-0.01,1,D,1,0.1,0,0,0
21515,-0.115,0.1278,0.5273,-0.01,1,D,1,0.1,0,0,0
21516,-0.1184,0.1141,0.5394,-0.01,1,D,1,0.1,0,0,0
21517,-0.1226,0.0904,0.5648,-0.01,1,D,1,0.1,0,0,0
21518,-0.0642,0.2205,0.475,-0.01,1,D,1,0.1,0,0,0
21519,-0.077,0.19,0.4834,-0.01,1,D,1,0.1,0,0,0
21520,-0.0832,0.1742,0.4897,-0.01,1,D,1,0.1,0,0,0
21521,-0.0943,0.1427,0.5069,-0.01,1,D,1,0.1,0,0,0
21522,-0.0989,0.1278,0.5174,-0.01,1,D,1,0.1,0,0,0
21523,-0.106,0.1008,0.5414,-0.01,1,D,1,0.1,0,0,0
21524,-0.1085,0.0891,0.5542,-0.01,1,D,1,0.1,0,0,0
21525,-0.0482,0.2208,0.471,-0.01,1,D,1,0.1,0,0,0
21526,-0.0542,0.2061,0.4738,-0.01,1,D,1,0.1,0,0,0
21527,-0.0662,0.1751,0.4834,-0.01,1,D,1,0.1,0,0,0
21528,-0.072,0.1593,0.4904,-0.01,1,D,1,0.1,0,0,0
21529,-0.0823,0.1285,0.5088,-0.01,1,D,1,0.1,0,0,0
21530,-0.0867,0.1141,0.5198,-0.01,1,D,1,0.1,0,0,0
21531,-0.0935,0.0887,0.5442,0,1,D,1,0.1,0,0,0
21532,-0.0959,0.0779,0.5571,0,1,D,1,0.1,0,0,0
21533,-0.0327,0.2212,0.4682,0,1,D,1,0.1,0,0,0
21534,-0.0382,0.2069,0.4704,0,1,D,1,0.1,0,0,0
21535,-0.0495,0.1764,0.4785,0,1,D,1,0.1,0,0,0
21536,-0.0551,0.1607,0.4847,0,1,D,1,0.1,0,0,0
21537,-0.0655,0.1299,0.5015,0,1,D,1,0.1,0,0,0
21538,-0.0702,0.1153,0.5118,0,1,D,1,0.1,0,0,0
21539,-0.0779,0.0891,0.5352,0,1,D,1,0.1,0,0,0
21540,-0.0809,0.0779,0.5478,0,1,D,1,0.1,0,0,0
21541,-0.0853,0.0594,0.5733,0,1,D,1,0.1,0,0,0
21542,-0.018,0.2216,0.4665,0,1,D,1,0.1,0,0,0
21543,-0.0281,0.1931,0.471,0,1,D,1,0.1,0,0,0
21544,-0.0333,0.178,0.475,0,1,D,1,0.1,0,0,0
21545,-0.0438,0.1471,0.4873,0,1,D,1,0.1,0,0,0
21546,-0.0488,0.1318,0.4956,0,1,D,1,0.1,0,0,0
21547,-0.058,0.1033,0.5158,0,1,D,1,0.1,0,0,0
21548,-0.062,0.0904,0.5273,0,1,D,1,0.1,0,0,0
21549,-0.0686,0.0685,0.552,0,1,D,1,0.1,0,0,0
21550,-0.0711,0.0594,0.5645,0,1,D,1,0.1,0,0,0
21551,0.1668,0.3397,0.577,0.03,1,D,1,0.1,0,0,0
21552,0.172,0.3263,0.5733,0.03,1,D,1,0.1,0,0,0
21553,0.1767,0.3117,0.57,0.03,1,D,1,0.1,0,0,0
21554,0.1654,0.3205,0.5606,0.03,1,D,1,0.1,0,0,0
21555,0.1807,0.2959,0.5671,0.03,1,D,1,0.1,0,0,0
21556,0.1697,0.3051,0.5571,0.03,1,D,1,0.1,0,0,0
21557,0.1446,0.3222,0.5395,0.03,1,D,1,0.1,0,0,0
21558,0.184,0.2792,0.5648,0.03,1,D,1,0.1,0,0,0
21559,0.1614,0.2978,0.5442,0.03,1,D,1,0.1,0,0,0
21560,0.1485,0.3066,0.5352,0.02,1,D,1,0.1,0,0,0
21561,0.1862,0.2617,0.5632,0.03,1,D,1,0.1,0,0,0
21562,0.176,0.2712,0.5519,0.03,1,D,1,0.1,0,0,0
21563,0.1518,0.2898,0.5317,0.02,1,D,1,0.1,0,0,0
21564,0.1383,0.2986,0.5231,0.02,1,D,1,0.1,0,0,0
21565,0.1874,0.2437,0.5624,0.03,1,D,1,0.1,0,0,0
21566,0.1777,0.2531,0.5506,0.02,1,D,1,0.1,0,0,0
21567,0.1543,0.272,0.529,0.02,1,D,1,0.1,0,0,0
21568,0.141,0.2812,0.5198,0.02,1,D,1,0.1,0,0,0
21569,0.1124,0.2982,0.5051,0.02,1,D,1,0.1,0,0,0
21570,0.1874,0.2256,0.5624,0.02,1,D,1,0.1,0,0,0
21571,0.1677,0.244,0.5383,0.02,1,D,1,0.1,0,0,0
21572,0.1558,0.2535,0.5273,0.02,1,D,1,0.1,0,0,0
21573,0.129,0.2721,0.5088,0.02,1,D,1,0.1,0,0,0
21574,0.1146,0.2809,0.5015,0.02,1,D,1,0.1,0,0,0
21575,0.1862,0.2076,0.5632,0.02,1,D,1,0.1,0,0,0
21576,0.1777,0.2162,0.5506,0.02,1,D,1,0.1,0,0,0
21577,0.1564,0.2346,0.5268,0.02,1,D,1,0.1,0,0,0
21578,0.1438,0.2441,0.5162,0.02,1,D,1,0.1,0,0,0
21579,0.1161,0.2627,0.4989,0.02,1,D,1,0.1,0,0,0
21580,0.1015,0.2715,0.4924,0.01,1,D,1,0.1,0,0,0
21581,0.184,0.1901,0.5648,0.02,1,D,1,0.1,0,0,0
21582,0.176,0.1981,0.5519,0.02,1,D,1,0.1,0,0,0
21583,0.1558,0.2158,0.5273,0.02,1,D,1,0.1,0,0,0
21584,0.1438,0.2251,0.5162,0.02,1,D,1,0.1,0,0,0
21585,0.1169,0.2441,0.4976,0.01,1,D,1,0.1,0,0,0
21586,0.1025,0.2533,0.4904,0.01,1,D,1,0.1,0,0,0
21587,0.0736,0.2703,0.4805,0.01,1,D,1,0.1,0,0,0
21588,0.1807,0.1733,0.5671,0.02,1,D,1,0.1,0,0,0
21589,0.1645,0.1887,0.5414,0.02,1,D,1,0.1,0,0,0
21590,0.1543,0.1973,0.529,0.02,1,D,1,0.1,0,0,0
21591,0.1303,0.2157,0.5069,0.01,1,D,1,0.1,0,0,0
21592,0.1169,0.2252,0.4976,0.01,1,D,1,0.1,0,0,0
21593,0.0886,0.2438,0.4834,0.01,1,D,1,0.1,0,0,0
21594,0.0743,0.2526,0.4785,0.01,1,D,1,0.1,0,0,0
21595,0.1767,0.1576,0.57,0.02,1,D,1,0.1,0,0,0
21596,0.1697,0.1642,0.5571,0.02,1,D,1,0.1,0,0,0
21597,0.1518,0.1795,0.5317,0.01,1,D,1,0.1,0,0,0
21598,0.141,0.1881,0.5198,0.01,1,D,1,0.1,0,0,0
21599,0.1161,0.2065,0.4989,0.01,1,D,1,0.1,0,0,0
21600,0.1025,0.216,0.4904,0.01,1,D,1,0.1,0,0,0
21601,0.0745,0.2346,0.4778,0.01,1,D,1,0.1,0,0,0
21602,0.0606,0.2434,0.4738,0.01,1,D,1,0.1,0,0,0
21603,0.172,0.143,0.5733,0.01,1,D,1,0.1,0,0,0
21604,0.1654,0.1488,0.5606,0.01,1,D,1,0.1,0,0,0
21605,0.1485,0.1627,0.5352,0.01,1,D,1,0.1,0,0,0
21606,0.1383,0.1707,0.5231,0.01,1,D,1,0.1,0,0,0
21607,0.1146,0.1884,0.5015,0.01,1,D,1,0.1,0,0,0
21608,0.1015,0.1977,0.4924,0.01,1,D,1,0.1,0,0,0
21609,0.0743,0.2166,0.4785,0.01,1,D,1,0.1,0,0,0
21610,0.0606,0.2258,0.4738,0.01,1,D,1,0.1,0,0,0
21611,0.0344,0.243,0.4682,0,1,D,1,0.1,0,0,0
21612,0.1668,0.1296,0.577,0.01,1,D,1,0.1,0,0,0
21613,0.1531,0.1405,0.552,0.01,1,D,1,0.1,0,0,0
21614,0.1446,0.1471,0.5395,0.01,1,D,1,0.1,0,0,0
21615,0.1241,0.1625,0.5158,0.01,1,D,1,0.1,0,0,0
21616,0.1124,0.1711,0.5051,0.01,1,D,1,0.1,0,0,0
21617,0.0869,0.1895,0.4873,0.01,1,D,1,0.1,0,0,0
21618,0.0736,0.199,0.4805,0.01,1,D,1,0.1,0,0,0
