State,State code,County/state name,% of precincts reporting,Votes for Obama,% votes for Obama,Votes for Romney,% votes for Romney,Total votes
"Oklahoma","OK","Johnston",100,1134,30.0159,2644,69.9841,3778
"Oklahoma","OK","Noble",100,1142,24.6866,3484,75.3134,4626
"Oklahoma","OK","Latimer",100,1169,30.8525,2620,69.1475,3789
"Oklahoma","OK","Haskell",100,1175,27.6861,3069,72.3139,4244
"Oklahoma","OK","Atoka",100,1241,25.9895,3534,74.0105,4775
"Oklahoma","OK","Nowata",100,1244,30.5201,2832,69.4799,4076
"Oklahoma","OK","Okfuskee",100,1251,34.9539,2328,65.0461,3579
"Oklahoma","OK","Hughes",100,1370,32.5725,2836,67.4275,4206
"Oklahoma","OK","Marshall",100,1396,27.1595,3744,72.8405,5140
"Oklahoma","OK","Beckham",100,1413,20.4516,5496,79.5484,6909
"Oklahoma","OK","Choctaw",100,1494,29.4907,3572,70.5093,5066
"Oklahoma","OK","Murray",100,1540,29.9262,3606,70.0738,5146
"Oklahoma","OK","Craig",100,1746,32.9558,3552,67.0442,5298
"Oklahoma","OK","Pawnee",100,1813,30.0116,4228,69.9884,6041
"Oklahoma","OK","Jackson",100,1953,24.6747,5962,75.3253,7915
"Oklahoma","OK","Adair",100,2110,32.602,4362,67.398,6472
"Oklahoma","OK","Custer",100,2358,24.0612,7442,75.9388,9800
"Oklahoma","OK","McCurtain",100,2440,24.2232,7633,75.7768,10073
"Oklahoma","OK","Garvin",100,2556,26.9677,6922,73.0323,9478
"Oklahoma","OK","Seminole",100,2597,34.8637,4852,65.1363,7449
"Oklahoma","OK","McIntosh",100,2767,38.0867,4498,61.9133,7265
"Oklahoma","OK","Caddo",100,3151,35.7621,5660,64.2379,8811
"Oklahoma","OK","McClain",100,3191,22.3162,11108,77.6838,14299
"Oklahoma","OK","Ottawa",100,3220,35.1644,5937,64.8356,9157
"Oklahoma","OK","Lincoln",100,3265,25.4939,9542,74.5061,12807
"Oklahoma","OK","Bryan",100,3533,27.773,9188,72.227,12721
"Oklahoma","OK","Pontotoc",100,3934,30.6029,8921,69.3971,12855
"Oklahoma","OK","Stephens",100,3939,23.3824,12907,76.6176,16846
"Oklahoma","OK","Delaware",100,4176,29.3423,10056,70.6577,14232
"Oklahoma","OK","Sequoyah",100,4193,30.4591,9573,69.5409,13766
"Oklahoma","OK","Kay",100,4624,28.6813,11498,71.3187,16122
"Oklahoma","OK","LeFlore",100,4658,29.4251,11172,70.5749,15830
"Oklahoma","OK","Logan",100,4686,27.5923,12297,72.4077,16983
"Oklahoma","OK","Garfield",100,4732,23.7693,15176,76.2307,19908
"Oklahoma","OK","Grady",100,4780,24.3902,14818,75.6098,19598
"Oklahoma","OK","Pittsburg",100,4813,30.8565,10785,69.1435,15598
"Oklahoma","OK","Mayes",100,4822,33.3564,9634,66.6436,14456
"Oklahoma","OK","Carter",100,4907,28.6624,12213,71.3376,17120
"Oklahoma","OK","Okmulgee",100,5416,41.2553,7712,58.7447,13128
"Oklahoma","OK","Washington",100,5532,26.0956,15667,73.9044,21199
"Oklahoma","OK","Cherokee",100,6137,42.9521,8151,57.0479,14288
"Oklahoma","OK","Osage",100,6695,37.3751,11218,62.6249,17913
"Oklahoma","OK","Creek",100,7114,27.2797,18964,72.7203,26078
"Oklahoma","OK","Pottawatomie",100,7182,30.6635,16240,69.3365,23422
"Oklahoma","OK","Wagoner",100,7773,27.1584,20848,72.8416,28621
"Oklahoma","OK","Rogers",100,9146,24.9366,27531,75.0634,36677
"Oklahoma","OK","Payne",100,9193,35.8262,16467,64.1738,25660
"Oklahoma","OK","Muskogee",100,9943,42.6098,13392,57.3902,23335
"Oklahoma","OK","Canadian",100,10533,22.8244,35615,77.1756,46148
"Oklahoma","OK","Comanche",100,12517,41.4827,17657,58.5173,30174
"Oklahoma","OK","Cleveland",100,34701,37.0262,59019,62.9738,93720
"Oklahoma","OK","Tulsa",100,82633,36.3157,144908,63.6843,227541
"Oklahoma","OK","Oklahoma",100,106812,41.6686,149525,58.3314,256337
"Oregon","OR","Wheeler",100,262,31.1534,542,64.4471,841
"Oregon","OR","Sherman",50,317,31.1089,677,66.4377,1019
"Oregon","OR","Gilliam",100,371,35.5364,637,61.0153,1044
"Oregon","OR","Lake",66.6667,709,20.8468,2601,76.4775,3401
"Oregon","OR","Harney",50,829,23.4512,2599,73.5219,3535
"Oregon","OR","Grant",50,852,22.0041,2921,75.439,3872
"Oregon","OR","Morrow",50,1189,30.9797,2524,65.7634,3838
"Oregon","OR","Wallowa",50,1252,30.1541,2796,67.341,4152
"Oregon","OR","Baker",60,2357,28.2987,5677,68.1594,8329
"Oregon","OR","Malheur",66.6667,2701,27.8138,6751,69.5191,9711
"Oregon","OR","Crook",50,3081,30.4778,6769,66.9601,10109
"Oregon","OR","Jefferson",80,3238,40.5866,4576,57.3577,7978
"Oregon","OR","Union",62.5,3943,33.1205,7608,63.9059,11905
"Oregon","OR","Curry",50,4611,39.9948,6577,57.0474,11529
"Oregon","OR","Wasco",71.4286,5066,48.019,5152,48.8341,10550
"Oregon","OR","Hood River",66.6667,5977,61.8609,3400,35.1894,9662
"Oregon","OR","Tillamook",71.4286,6249,50.6156,5670,45.9258,12346
"Oregon","OR","Klamath",70.5882,7674,29.3405,17788,68.0099,26155
"Oregon","OR","Columbia",50,8376,51.3897,7413,45.4813,16299
"Oregon","OR","Umatilla",75,8499,34.5165,15425,62.6447,24623
"Oregon","OR","Clatsop",100,9597,55.9266,7074,41.2238,17160
"Oregon","OR","Yamhill",44,10715,46.1754,11990,51.6699,23205
"Oregon","OR","Coos",64.7059,11209,45.4855,12679,51.4507,24643
"Oregon","OR","Lincoln",100,13277,58.7166,8623,38.1346,22612
"Oregon","OR","Josephine",72.7273,14473,37.5873,22968,59.6494,38505
"Oregon","OR","Douglas",67.8571,15541,34.5948,28121,62.5982,44923
"Oregon","OR","Polk",75,15761,46.3613,17377,51.1148,33996
"Oregon","OR","Linn",65.5172,16837,39.7887,24211,57.2148,42316
"Oregon","OR","Benton",100,27178,62.3706,14745,33.8382,43575
"Oregon","OR","Deschutes",63.6364,27547,44.8582,32659,53.1828,61409
"Oregon","OR","Jackson",100,38328,45.7042,43343,51.6843,83861
"Oregon","OR","Marion",100,53944,47.0305,58032,50.5946,114700
"Oregon","OR","Clackamas",60.5769,77482,50.8289,72012,47.2405,152437
"Oregon","OR","Lane",100,92980,59.9372,57258,36.9099,155129
"Oregon","OR","Washington",100,100814,57.6199,70130,40.0825,174964
"Oregon","OR","Multnomah",56.5657,186728,75.7892,52640,21.3655,246378
"Pennsylvania","PA","Cameron",100,677,34.4179,1264,64.2603,1967
"Pennsylvania","PA","Forest",100,894,38.7348,1381,59.8354,2308
"Pennsylvania","PA","Sullivan",100,1028,35.0375,1859,63.3606,2934
"Pennsylvania","PA","Fulton",100,1297,21.0963,4780,77.7489,6148
"Pennsylvania","PA","Potter",100,1892,26.2595,5199,72.1582,7205
"Pennsylvania","PA","Juniata",100,2533,26.7194,6821,71.9515,9480
"Pennsylvania","PA","Montour",100,3026,38.8596,4636,59.5351,7787
"Pennsylvania","PA","Mifflin",100,4259,26.1112,11893,72.914,16311
"Pennsylvania","PA","Jefferson",100,4535,26.564,12288,71.9775,17072
"Pennsylvania","PA","Snyder",100,4672,31.2258,10050,67.1702,14962
"Pennsylvania","PA","Bedford",100,4696,22.0812,16369,76.969,21267
"Pennsylvania","PA","Clarion",97.619,4733,32.4601,9585,65.7362,14581
"Pennsylvania","PA","Wyoming",100,4812,42.9106,6189,55.1899,11214
"Pennsylvania","PA","Tioga",100,5053,31.6942,10599,66.4806,15943
"Pennsylvania","PA","Elk",100,5144,41.4004,7099,57.1348,12425
"Pennsylvania","PA","McKean",100,5260,35.034,9494,63.2343,15014
"Pennsylvania","PA","Huntingdon",100,5383,30.6078,11953,67.965,17587
"Pennsylvania","PA","Perry",100,5430,29.7697,12511,68.591,18240
"Pennsylvania","PA","Clinton",100,5503,43.4573,6941,54.8132,12663
"Pennsylvania","PA","Greene",100,5564,40.5362,7985,58.1743,13726
"Pennsylvania","PA","Union",100,6063,37.456,9863,60.9316,16187
"Pennsylvania","PA","Warren",100,6768,41.1129,9415,57.1923,16462
"Pennsylvania","PA","Susquehanna",100,6891,38.4328,10735,59.8717,17930
"Pennsylvania","PA","Venango",100,7469,35.9519,12928,62.2286,20775
"Pennsylvania","PA","Wayne",100,8138,38.8152,12531,59.7682,20966
"Pennsylvania","PA","Bradford",100,8285,36.8386,13822,61.4584,22490
"Pennsylvania","PA","Armstrong",100,8694,30.697,19231,67.9013,28322
"Pennsylvania","PA","Somerset",100,9420,27.8081,23935,70.6568,33875
"Pennsylvania","PA","Pike",100,10170,43.9043,12713,54.8826,23164
"Pennsylvania","PA","Columbia",100,10424,42.8883,13445,55.3178,24305
"Pennsylvania","PA","Carbon",100,11040,45.5596,12710,52.4513,24232
"Pennsylvania","PA","Clearfield",100,11093,34.7808,20303,63.6577,31894
"Pennsylvania","PA","Northumberland",100,12392,39.3247,18516,58.7586,31512
"Pennsylvania","PA","Crawford",100,13024,39.3605,19497,58.9229,33089
"Pennsylvania","PA","Indiana",100,14403,39.8093,21187,58.56,36180
"Pennsylvania","PA","Adams",100,14893,35.4823,26490,63.112,41973
"Pennsylvania","PA","Lycoming",100,15104,32.6827,30490,65.9757,46214
"Pennsylvania","PA","Blair",100,15516,32.5754,31500,66.1334,47631
"Pennsylvania","PA","Lawrence",100,17427,44.8964,20915,53.8824,38816
"Pennsylvania","PA","Franklin",100,18910,30.1105,43072,68.5838,62802
"Pennsylvania","PA","Lebanon",100,18975,35.2885,34010,63.2497,53771
"Pennsylvania","PA","Fayette",100,21841,45.317,25845,53.6248,48196
"Pennsylvania","PA","Mercer",100,23082,48.0225,24304,50.5649,48065
"Pennsylvania","PA","Cambria",100,23181,40.1625,33464,57.9784,57718
"Pennsylvania","PA","Schuylkill",100,24453,42.5233,32156,55.9186,57505
"Pennsylvania","PA","Butler",100,28385,31.9205,59416,66.8166,88924
"Pennsylvania","PA","Monroe",100,33431,56.3646,25100,42.3186,59312
"Pennsylvania","PA","Centre",100,33677,48.9484,33697,48.9775,68801
"Pennsylvania","PA","Beaver",100,36833,46.0326,42118,52.6376,80015
"Pennsylvania","PA","Washington",100,38503,42.7441,50455,56.0126,90078
"Pennsylvania","PA","Cumberland",100,43983,39.9976,64365,58.5328,109964
"Pennsylvania","PA","Westmoreland",100,60884,37.7381,98639,61.14,161333
"Pennsylvania","PA","Lackawanna",100,61309,63.1297,34730,35.7614,97116
"Pennsylvania","PA","Luzerne",100,63974,51.6999,57969,46.847,123741
"Pennsylvania","PA","Dauphin",100,64209,52.3621,56838,46.3511,122625
"Pennsylvania","PA","Northampton",100,65014,51.6464,59242,47.0612,125883
"Pennsylvania","PA","Erie",100,65136,57.7795,46102,40.8952,112732
"Pennsylvania","PA","York",100,72126,38.6955,111576,59.8603,186394
"Pennsylvania","PA","Lehigh",100,77029,53.152,66091,45.6045,144922
"Pennsylvania","PA","Berks",100,79895,48.9394,80857,49.5286,163253
"Pennsylvania","PA","Lancaster",100,87108,39.6528,129364,58.8883,219677
"Pennsylvania","PA","Chester",99.5595,122232,49.2285,123280,49.6506,248295
"Pennsylvania","PA","Bucks",100,159598,49.967,155876,48.8017,319407
"Pennsylvania","PA","Delaware",96.4953,159924,60.3173,102501,38.6595,265138
"Pennsylvania","PA","Montgomery",100,227561,56.6372,169903,42.2868,401787
"Pennsylvania","PA","Allegheny",100,348151,56.6402,259304,42.1858,614671
"Pennsylvania","PA","Philadelphia",96.6805,551070,85.2035,90989,14.0682,646769
"Rhode Island","RI","New Shoreham",100,544,69.9229,215,27.635,778
"Rhode Island","RI","Little Compton",100,1107,55.9656,830,41.9616,1978
"Rhode Island","RI","West Greenwich",75,1202,49.2825,1192,48.8725,2439
"Rhode Island","RI","Foster",100,1219,52.8163,1028,44.5407,2308
"Rhode Island","RI","Exeter",100,1672,51.8771,1472,45.6717,3223
"Rhode Island","RI","Richmond",100,1925,54.3478,1503,42.4337,3542
"Rhode Island","RI","Jamestown",100,1985,60.7591,1209,37.0064,3267
"Rhode Island","RI","Hopkinton",100,2044,55.8317,1521,41.546,3661
"Rhode Island","RI","Charlestown",100,2307,59.1994,1510,38.7478,3897
"Rhode Island","RI","Glocester",100,2437,50.6232,2300,47.7773,4814
"Rhode Island","RI","Scituate",100,2454,45.6134,2826,52.5279,5380
"Rhode Island","RI","North Smithfield",100,2823,50.6095,2649,47.4901,5578
"Rhode Island","RI","Warren",100,2846,63.4135,1555,34.648,4488
"Rhode Island","RI","East Greenwich",100,3201,48.0342,3366,50.5102,6664
"Rhode Island","RI","Central Falls",100,3224,86.4343,471,12.6273,3730
"Rhode Island","RI","Burrillville",83.3333,3425,53.1172,2887,44.7736,6448
"Rhode Island","RI","Portsmouth",87.5,3626,53.9744,2975,44.284,6718
"Rhode Island","RI","Middletown",100,3925,59.7322,2533,38.5482,6571
"Rhode Island","RI","Narragansett",80,4035,56.7511,2919,41.0549,7110
"Rhode Island","RI","Tiverton",85.7143,4349,59.608,2831,38.8021,7296
"Rhode Island","RI","Smithfield",83.3333,4875,51.928,4359,46.4316,9388
"Rhode Island","RI","Barrington",80,5142,58.4783,3521,40.0432,8793
"Rhode Island","RI","Westerly",100,5537,57.5392,3938,40.9228,9623
"Rhode Island","RI","Newport",85.7143,5656,66.9508,2648,31.3447,8448
"Rhode Island","RI","Lincoln",100,5754,54.7062,4608,43.8106,10518
"Rhode Island","RI","Bristol",100,5974,62.3396,3450,36.0013,9583
"Rhode Island","RI","West Warwick",100,6625,60.4416,4113,37.5239,10961
"Rhode Island","RI","Johnston",100,7117,57.1234,5176,41.5443,12459
"Rhode Island","RI","North Kingstown",100,7276,53.6301,5988,44.1365,13567
"Rhode Island","RI","Woonsocket",100,7675,64.7679,3960,33.4177,11850
"Rhode Island","RI","South Kingstown",80,7970,63.0937,4361,34.5234,12632
"Rhode Island","RI","Coventry",100,8660,55.3107,6646,42.4475,15657
"Rhode Island","RI","Cumberland",100,8863,55.9851,6751,42.6442,15831
"Rhode Island","RI","North Providence",100,9183,63.0527,5152,35.3749,14564
"Rhode Island","RI","East Providence",94.1176,13301,69.9537,5391,28.3528,19014
"Rhode Island","RI","Pawtucket",100,17353,76.5731,4985,21.9972,22662
"Rhode Island","RI","Cranston",100,20322,61.4422,12302,37.1943,33075
"Rhode Island","RI","Warwick",100,23243,60.7327,14277,37.305,38271
"Rhode Island","RI","Providence",98.7179,41588,84.3006,6877,13.94,49333
"South Carolina","SC","McCormick",100,2637,51.3335,2460,47.8879,5137
"South Carolina","SC","Saluda",100,3322,38.8402,5130,59.979,8553
"South Carolina","SC","Allendale",100,3335,78.3416,894,21.0007,4257
"South Carolina","SC","Calhoun",100,4043,51.6347,3705,47.318,7830
"South Carolina","SC","Abbeville",100,4507,42.6113,5923,55.9989,10577
"South Carolina","SC","Bamberg",100,4593,67.1001,2188,31.9649,6845
"South Carolina","SC","Edgefield",100,4965,42.8645,6511,56.2117,11583
"South Carolina","SC","Barnwell",100,5182,52.2748,4655,46.9585,9913
"South Carolina","SC","Jasper",100,5727,57.3216,4169,41.7276,9991
"South Carolina","SC","Union",100,5748,46.0762,6566,52.6333,12475
"South Carolina","SC","Hampton",100,5814,63.3057,3310,36.0409,9184
"South Carolina","SC","Lee",100,5972,67.1162,2829,31.7937,8898
"South Carolina","SC","Newberry",100,6891,42.3098,9218,56.5973,16287
"South Carolina","SC","Marlboro",100,7152,64.0688,3922,35.1339,11163
"South Carolina","SC","Cherokee",100,7219,34.7853,13306,64.116,20753
"South Carolina","SC","Chester",100,7421,54.4781,6054,44.4428,13622
"South Carolina","SC","Dillon",100,7623,57.8113,5477,41.5365,13186
"South Carolina","SC","Fairfield",100,7743,65.2977,3996,33.6988,11858
"South Carolina","SC","Chesterfield",100,7942,47.9126,8488,51.2066,16576
"South Carolina","SC","Colleton",100,8470,49.5989,8439,49.4173,17077
"South Carolina","SC","Oconee",100,8537,27.8868,21573,70.4701,30613
"South Carolina","SC","Marion",100,8792,63.7286,4872,35.3146,13796
"South Carolina","SC","Clarendon",100,8967,56.0963,6890,43.1029,15985
"South Carolina","SC","Laurens",100,10297,40.5825,14726,58.0381,25373
"South Carolina","SC","Pickens",100,10659,24.2924,32320,73.6588,43878
"South Carolina","SC","Kershaw",100,10821,40.0392,15846,58.6324,27026
"South Carolina","SC","Williamsburg",100,11318,69.5123,4819,29.5971,16282
"South Carolina","SC","Greenwood",100,11883,41.6611,16289,57.1083,28523
"South Carolina","SC","Lancaster",100,12275,39.8319,18163,58.9382,30817
"South Carolina","SC","Georgetown",100,14119,45.737,16476,53.3722,30870
"South Carolina","SC","Darlington",100,15452,51.2674,14429,47.8733,30140
"South Carolina","SC","Beaufort",89.2857,20683,38.0762,33032,60.81,54320
"South Carolina","SC","Berkeley",100,21192,40.2897,30474,57.9365,52599
"South Carolina","SC","Anderson",100,22315,31.0357,48493,67.4441,71901
"South Carolina","SC","Dorchester",98.6486,23037,40.935,32367,57.5137,56277
"South Carolina","SC","Aiken",100,23433,35.9661,40785,62.5988,65153
"South Carolina","SC","Sumter",94.8276,26598,58.3341,18570,40.7273,45596
"South Carolina","SC","Florence",100,28508,49.2562,28825,49.8039,57877
"South Carolina","SC","Orangeburg",100,30454,71.4262,11888,27.8819,42637
"South Carolina","SC","Lexington",100,34007,30.3082,76392,68.0831,112204
"South Carolina","SC","Horry",100,38530,36.2196,66539,62.549,106379
"South Carolina","SC","York",100,38757,38.98,59149,59.4893,99428
"South Carolina","SC","Spartanburg",100,40920,37.7745,65951,60.8814,108327
"South Carolina","SC","Charleston",100,59765,48.3184,61612,49.8116,123690
"South Carolina","SC","Greenville",100,67378,35.2244,120514,63.0033,191282
"South Carolina","SC","Richland",100,84023,68.1374,37636,30.5205,123314
"South Dakota","SD","Harding",100,82,11.0961,638,86.3329,739
"South Dakota","SD","Jones",100,108,17.734,490,80.4598,609
"South Dakota","SD","Haakon",100,138,12.6374,940,86.0806,1092
"South Dakota","SD","Campbell",100,153,19.4409,616,78.2719,787
"South Dakota","SD","Sully",100,186,22.7941,611,74.8775,816
"South Dakota","SD","Hyde",100,189,25.7844,531,72.442,733
"South Dakota","SD","McPherson",100,272,22.3868,921,75.8025,1215
"South Dakota","SD","Perkins",100,319,20.0629,1205,75.7862,1590
"South Dakota","SD","Faulk",100,331,29.37,765,67.8793,1127
"South Dakota","SD","Douglas",100,332,19.645,1334,78.9349,1690
"South Dakota","SD","Potter",100,339,24.5474,1029,74.5112,1381
"South Dakota","SD","Mellette",100,375,48.7646,381,49.5449,769
"South Dakota","SD","Sanborn",100,389,34.8879,688,61.704,1115
"South Dakota","SD","Jackson",100,426,38.5172,661,59.7649,1106
"South Dakota","SD","Stanley",100,434,28.2368,1061,69.0306,1537
"South Dakota","SD","Ziebach",100,439,57.6873,314,41.2615,761
"South Dakota","SD","Jerauld",100,452,44.9304,538,53.4791,1006
"South Dakota","SD","Buffalo",100,472,73.6349,166,25.897,641
"South Dakota","SD","Miner",100,479,42.0175,636,55.7895,1140
"South Dakota","SD","Bennett",100,548,45.5528,626,52.0366,1203
"South Dakota","SD","Aurora",100,556,39.7143,804,57.4286,1400
"South Dakota","SD","Hand",100,575,31.1147,1242,67.2078,1848
"South Dakota","SD","Gregory",100,599,27.8475,1507,70.0604,2151
"South Dakota","SD","Lyman",100,605,38.5596,933,59.4646,1569
"South Dakota","SD","Edmunds",100,622,32.1281,1264,65.2893,1936
"South Dakota","SD","Corson",100,647,53.9616,515,42.9525,1199
"South Dakota","SD","Walworth",100,671,27.2543,1731,70.3087,2462
"South Dakota","SD","Clark",100,713,39.1543,1067,58.5942,1821
"South Dakota","SD","Tripp",100,737,27.3876,1905,70.7915,2691
"South Dakota","SD","Hanson",100,760,31.457,1627,67.3427,2416
"South Dakota","SD","Brule",100,824,34.6364,1499,63.0097,2379
"South Dakota","SD","McCook",100,905,34.6345,1655,63.3372,2613
"South Dakota","SD","Hamlin",100,921,32.9753,1803,64.5542,2793
"South Dakota","SD","Hutchinson",100,923,26.9489,2451,71.562,3425
"South Dakota","SD","Deuel",100,941,43.3441,1175,54.1225,2171
"South Dakota","SD","Butte",100,1000,23.8039,3068,73.0302,4201
"South Dakota","SD","Marshall",100,1061,53.3971,889,44.7408,1987
"South Dakota","SD","Kingsbury",100,1092,41.8712,1451,55.6365,2608
"South Dakota","SD","Fall River",100,1137,32.3839,2256,64.2552,3511
"South Dakota","SD","Bon Homme",100,1167,37.9636,1830,59.5316,3074
"South Dakota","SD","Dewey",100,1207,63.6939,663,34.9868,1895
"South Dakota","SD","Spink",100,1300,42.7491,1670,54.9161,3041
"South Dakota","SD","Custer",100,1335,29.5354,3062,67.7434,4520
"South Dakota","SD","Turner",100,1411,33.5154,2715,64.4893,4210
"South Dakota","SD","Moody",100,1429,47.1151,1535,50.61,3033
"South Dakota","SD","Charles Mix",100,1482,39.3939,2229,59.2504,3762
"South Dakota","SD","Grant",100,1490,41.3544,2034,56.453,3603
"South Dakota","SD","Day",100,1497,52.1058,1320,45.945,2873
"South Dakota","SD","Todd",100,1976,79.135,498,19.9439,2497
"South Dakota","SD","Roberts",100,2302,54.0883,1883,44.2434,4256
"South Dakota","SD","Lake",100,2724,43.3413,3419,54.3994,6285
"South Dakota","SD","Union",100,2782,36.6245,4698,61.8483,7596
"South Dakota","SD","Hughes",100,2786,34.1631,5219,63.9975,8155
"South Dakota","SD","Beadle",100,2880,39.6585,4230,58.2484,7262
"South Dakota","SD","Shannon",100,2922,93.3546,188,6.00639,3130
"South Dakota","SD","Meade",100,2928,27.0835,7560,69.9288,10811
"South Dakota","SD","Clay",100,2955,56.4686,2146,41.009,5233
"South Dakota","SD","Davison",100,3042,38.1777,4754,59.6637,7968
"South Dakota","SD","Lawrence",100,3973,34.9767,7025,61.8452,11359
"South Dakota","SD","Yankton",100,4208,42.4023,5463,55.0484,9924
"South Dakota","SD","Codington",100,4588,39.8126,6696,58.1048,11524
"South Dakota","SD","Brookings",100,5826,46.9915,6219,50.1613,12398
"South Dakota","SD","Brown",100,7249,45.1201,8320,51.7864,16066
"South Dakota","SD","Lincoln",100,7982,36.3612,13611,62.0035,21952
"South Dakota","SD","Pennington",100,15122,34.0141,28229,63.4959,44458
"South Dakota","SD","Minnehaha",100,34668,45.2792,40330,52.6742,76565
"Tennessee","TN","Grundy",0,0,"null",0,"null",0
"Tennessee","TN","Hancock",100,475,23.216,1527,74.6334,2046
"Tennessee","TN","Moore",100,705,25.1876,2053,73.3476,2799
"Tennessee","TN","Pickett",100,711,29.0679,1707,69.7874,2446
"Tennessee","TN","Van Buren",100,875,38.0766,1384,60.2263,2298
"Tennessee","TN","Lake",100,884,42.3575,1163,55.7259,2087
"Tennessee","TN","Perry",100,992,37.8481,1578,60.206,2621
"Tennessee","TN","Clay",100,1037,36.773,1747,61.9504,2820
"Tennessee","TN","Wayne",100,1163,21.2071,4251,77.5164,5484
"Tennessee","TN","Meigs",100,1163,29.3835,2728,68.9237,3958
"Tennessee","TN","Trousdale",100,1238,42.6749,1610,55.4981,2901
"Tennessee","TN","Bledsoe",100,1267,29.0663,3022,69.3278,4359
"Tennessee","TN","Decatur",100,1302,30.6497,2873,67.6318,4248
"Tennessee","TN","Houston",100,1400,46.2504,1579,52.1639,3027
"Tennessee","TN","Lewis",100,1445,30.8037,3116,66.4251,4691
"Tennessee","TN","Scott",100,1452,21.7756,5117,76.7397,6668
"Tennessee","TN","Union",100,1474,25.3265,4278,73.5052,5820
"Tennessee","TN","Johnson",100,1483,23.9425,4611,74.443,6194
"Tennessee","TN","Sequatchie",100,1488,28.9438,3541,68.8777,5141
"Tennessee","TN","Macon",100,1552,22.4797,5259,76.1732,6904
"Tennessee","TN","Fentress",100,1559,22.627,5240,76.0522,6890
"Tennessee","TN","Cannon",100,1560,31.401,3308,66.5862,4968
"Tennessee","TN","Chester",100,1622,25.3596,4672,73.0457,6396
"Tennessee","TN","Grainger",100,1668,23.0069,5469,75.4345,7250
"Tennessee","TN","Crockett",100,1669,30.362,3782,68.8012,5497
"Tennessee","TN","Morgan",100,1722,26.4923,4668,71.8154,6500
"Tennessee","TN","Jackson",100,1736,41.551,2380,56.9651,4178
"Tennessee","TN","Polk",100,1856,30.6321,4108,67.8,6059
"Tennessee","TN","Unicoi",100,1909,26.9709,5028,71.037,7078
"Tennessee","TN","Stewart",100,2069,40.4497,2963,57.9277,5115
"Tennessee","TN","DeKalb",100,2168,33.8433,4134,64.5333,6406
"Tennessee","TN","Benton",100,2255,36.2365,3850,61.8673,6223
"Tennessee","TN","Claiborne",100,2433,23.9045,7617,74.8379,10178
"Tennessee","TN","Hardin",100,2467,23.5064,7886,75.1405,10495
"Tennessee","TN","Smith",100,2467,34.8397,4492,63.4374,7081
"Tennessee","TN","Henderson",100,2516,25.0323,7418,73.8036,10051
"Tennessee","TN","Rhea",100,2625,24.8157,7793,73.6718,10578
"Tennessee","TN","McNairy",100,2643,26.9446,7010,71.465,9809
"Tennessee","TN","Hickman",100,2693,35.4575,4756,62.6201,7595
"Tennessee","TN","White",100,2793,30.5814,6192,67.7981,9133
"Tennessee","TN","Overton",100,2802,36.594,4772,62.3221,7657
"Tennessee","TN","Cocke",100,2804,24.4891,8459,73.8777,11450
"Tennessee","TN","Humphreys",100,2904,42.3324,3829,55.8163,6860
"Tennessee","TN","Lincoln",100,3283,24.7792,9791,73.8999,13249
"Tennessee","TN","Obion",100,3320,27.0007,8814,71.6818,12296
"Tennessee","TN","Campbell",100,3327,27.5027,8602,71.1085,12097
"Tennessee","TN","Carroll",100,3475,32.0424,7219,66.5652,10845
"Tennessee","TN","Weakley",100,3547,28.7626,8601,69.7454,12332
"Tennessee","TN","Marshall",100,3722,34.691,6823,63.594,10729
"Tennessee","TN","Dyer",100,3757,27.2246,9921,71.8913,13800
"Tennessee","TN","Giles",100,3759,34.8152,6914,64.0363,10797
"Tennessee","TN","Marion",100,3952,37.9854,6268,60.2461,10404
"Tennessee","TN","Lauderdale",100,4010,46.1556,4616,53.1308,8688
"Tennessee","TN","Bedford",100,4207,29.1485,10026,69.4658,14433
"Tennessee","TN","Jefferson",100,4230,24.082,13037,74.2215,17565
"Tennessee","TN","Lawrence",100,4237,27.8402,10770,70.7668,15219
"Tennessee","TN","Henry",100,4337,34.0665,8187,64.3076,12731
"Tennessee","TN","Monroe",100,4368,26.7647,11717,71.7953,16320
"Tennessee","TN","Haywood",100,4567,60.3542,2960,39.1172,7567
"Tennessee","TN","McMinn",100,4603,25.8334,12958,72.7242,17818
"Tennessee","TN","Cheatham",100,4656,30.678,10266,67.6418,15177
"Tennessee","TN","Warren",100,4748,36.5006,8007,61.5544,13008
"Tennessee","TN","Carter",100,4786,23.2251,15496,75.1977,20607
"Tennessee","TN","Loudon",100,5057,22.9176,16701,75.6866,22066
"Tennessee","TN","Hawkins",100,5086,25.7011,14376,72.6464,19789
"Tennessee","TN","Hamblen",100,5229,26.1189,14515,72.5025,20020
"Tennessee","TN","Hardeman",100,5479,52.506,4864,46.6124,10435
"Tennessee","TN","Franklin",100,5594,34.7475,10252,63.681,16099
"Tennessee","TN","Coffee",100,5865,30.4802,13013,67.6281,19242
"Tennessee","TN","Roane",100,6014,28.5281,14719,69.8212,21081
"Tennessee","TN","Greene",100,6216,25.9682,17234,71.9973,23937
"Tennessee","TN","Dickson",100,6228,34.9475,11287,63.3354,17821
"Tennessee","TN","Cumberland",100,6260,24.798,18651,73.8829,25244
"Tennessee","TN","Gibson",100,6564,33.3757,12883,65.5057,19667
"Tennessee","TN","Fayette",100,6683,34.1632,12682,64.8298,19562
"Tennessee","TN","Tipton",100,7020,29.6428,16395,69.2298,23682
